iter	Logloss
406	0.1954479241
407	0.195272874
408	0.1951997347
409	0.1950071276
410	0.19490253
411	0.1947487486
412	0.1946624896
413	0.1945577797
414	0.1944626323
415	0.1943436652
416	0.1941150127
417	0.1939852428
418	0.1938972052
419	0.193789158
420	0.1934405695
421	0.1932320203
422	0.1929719796
423	0.1927347944
424	0.1926300189
425	0.1924089209
426	0.1923806126
427	0.1923039817
428	0.1921688852
429	0.1920702414
430	0.1919491633
431	0.1918000344
432	0.1916975337
433	0.1915980333
434	0.1914806717
435	0.1913273162
436	0.1912191754
437	0.1911354767
438	0.1909308685
439	0.1907885312
440	0.1906885814
441	0.1904239444
442	0.1903241678
443	0.1902347073
444	0.1901541821
445	0.1900632051
446	0.189948385
447	0.1898034687
448	0.1896838884
449	0.1896437428
450	0.1893923005
451	0.1892405879
452	0.1890799446
453	0.1888529678
454	0.1886652987
455	0.1885190905
456	0.188370439
457	0.1882385909
458	0.1881256712
459	0.1880467702
460	0.1879071803
461	0.1877861678
462	0.1876910438
463	0.1874817456
464	0.1873911243
465	0.187289644
466	0.1871623829
467	0.1870523371
468	0.1869544094
469	0.1868880289
470	0.1867381839
471	0.1866039861
472	0.1864377683
473	0.1863013753
474	0.186153805
475	0.1860643165
476	0.1859837397
477	0.1858915973
478	0.1857359248
479	0.1856230004
480	0.1854820017
481	0.1853993703
482	0.1852852195
483	0.1852003554
484	0.185086523
485	0.1849710102
486	0.1848001305
487	0.1846616406
488	0.1845754659
489	0.1844955117
490	0.1843462142
491	0.1842363837
492	0.1841467407
493	0.1839625868
494	0.1838612703
495	0.1837275078
496	0.1836469451
497	0.1835581774
498	0.1834438815
499	0.183333934
500	0.1832168251
501	0.1831132947
502	0.182997253
503	0.1828804391
504	0.1827834943
505	0.1826515338
506	0.1825468847
507	0.1824390809
508	0.1822881032
509	0.1822085702
510	0.1820683906
511	0.1819497559
512	0.1818703681
513	0.1818260099
514	0.1816656803
515	0.1815188074
516	0.1814378142
517	0.1813667017
518	0.1812687084
519	0.1810815308
520	0.1809795216
521	0.1808596418
522	0.1807055889
523	0.1806244926
524	0.1805454324
525	0.1804586914
526	0.1803518611
527	0.1802747762
528	0.1801322282
529	0.1800605259
530	0.1799571172
531	0.1797641263
532	0.1795655093
533	0.1794560485
534	0.1793811119
535	0.179254595
536	0.1791574162
537	0.1789584294
538	0.1788322964
539	0.1786598346
540	0.1785254449
541	0.1784494225
542	0.1782673233
543	0.1781599782
544	0.178077562
545	0.1778929681
546	0.1777517822
547	0.1776062386
548	0.1775128324
549	0.1774132337
550	0.1773121138
551	0.1771411685
552	0.1769679064
553	0.1768692531
554	0.1767216641
555	0.1765834364
556	0.1764139515
557	0.1762898872
558	0.1761703444
559	0.1760005647
560	0.1758692033
561	0.1757373412
562	0.1755739411
563	0.1754969591
564	0.175436158
565	0.1752930764
566	0.1752108381
567	0.1751456325
568	0.1750604828
569	0.1749505728
570	0.1748811921
571	0.1748170958
572	0.1747239657
573	0.1746253593
574	0.1745287749
575	0.1743600951
576	0.1742335641
577	0.1741261067
578	0.1740769884
579	0.1740015135
580	0.1738760544
581	0.1737806028
582	0.1737198484
583	0.1735961961
584	0.1734659441
585	0.173341819
586	0.1732377596
587	0.1731452614
588	0.1730405843
589	0.1729619079
590	0.1728566456
591	0.1728079158
592	0.1727000465
593	0.1725701034
594	0.1724752976
595	0.1723280269
596	0.1721899395
597	0.1720663621
598	0.1719391197
599	0.1718733711
600	0.1718018514
601	0.1717404793
602	0.1716505039
603	0.1715648487
604	0.171459989
605	0.1713114639
606	0.171245252
607	0.1711613006
608	0.1710647817
609	0.1709836948
610	0.1708555397
611	0.1707012153
612	0.1705634322
613	0.1704786008
614	0.1704068424
615	0.1703160666
616	0.1702486518
617	0.1701404595
618	0.1700046235
619	0.1699314656
620	0.1698341791
621	0.1697242269
622	0.1696220726
623	0.1695556687
624	0.1694362711
625	0.1693137561
626	0.1691758185
627	0.1690753211
628	0.1689690806
629	0.1688900766
630	0.1688046087
631	0.168673692
632	0.1686002439
633	0.168497439
634	0.1683920925
635	0.1683247806
636	0.1682604082
637	0.168181919
638	0.1681007292
639	0.1680275806
640	0.1679240221
641	0.1677790636
642	0.1676735673
643	0.1676072056
644	0.1674589379
645	0.1672797642
646	0.1671572399
647	0.1670235897
648	0.1669403591
649	0.1668805971
650	0.1667389571
651	0.1666396018
652	0.1665738626
653	0.1664494099
654	0.1663344401
655	0.1662386374
656	0.1661891773
657	0.1661179338
658	0.1660522742
659	0.1659415075
660	0.1658407855
661	0.1657691019
662	0.1657315166
663	0.1656175859
664	0.1655556661
665	0.165493091
666	0.1654136517
667	0.1653370816
668	0.1652280047
669	0.1651663283
670	0.1650755666
671	0.1650052966
672	0.1649490356
673	0.1648271198
674	0.1647304418
675	0.1646719576
676	0.1645811818
677	0.1644322963
678	0.1643496929
679	0.164286528
680	0.1642251091
681	0.1640475408
682	0.163901033
683	0.1638106972
684	0.1636854722
685	0.163617285
686	0.1635278526
687	0.1634799934
688	0.1633722364
689	0.1633036467
690	0.1631885599
691	0.1630778354
692	0.1630052391
693	0.1628587922
694	0.1627540869
695	0.1626932858
696	0.162569273
697	0.1624791619
698	0.1624029803
699	0.162344702
700	0.1622365051
701	0.1621704055
702	0.1621144862
703	0.1620198022
704	0.1619515027
705	0.1618927283
706	0.1617893664
707	0.1616049082
708	0.1615270416
709	0.1614426127
710	0.1613613854
711	0.1613073665
712	0.1612495984
713	0.1611525928
714	0.1610729849
715	0.1610080274
716	0.1609403458
717	0.1608159399
718	0.1607334254
719	0.1606694415
720	0.1606400847
721	0.1605754876
722	0.1605077311
723	0.1604195109
724	0.1603281875
725	0.1602414371
726	0.1601520187
727	0.1600492372
728	0.1599628987
729	0.1598759985
730	0.1597856533
731	0.1597133847
732	0.1596228758
733	0.1595065766
734	0.1594096693
735	0.1592769927
736	0.1591589337
737	0.1590981372
738	0.1590189834
739	0.1589524298
740	0.1588944535
741	0.1588045904
742	0.1587613673
743	0.1586605283
744	0.1585844449
745	0.1584849773
746	0.1583590736
747	0.1582338345
748	0.1581020753
749	0.1580543939
750	0.1580009531
751	0.1579103575
752	0.1577900143
753	0.1576891378
754	0.1575903816
755	0.1575387779
756	0.1574638179
757	0.1573698149
758	0.1572869611
759	0.1572522146
760	0.1571457401
761	0.1570783884
762	0.1569606102
763	0.1568988472
764	0.1568206132
765	0.15675834
766	0.156660204
767	0.1565961592
768	0.1564724343
769	0.1564112938
770	0.1563471741
771	0.1562487292
772	0.1561832381
773	0.156096352
774	0.1560320802
775	0.1559908814
776	0.1558975571
777	0.1558240785
778	0.1557673589
779	0.1557044047
780	0.1555788426
781	0.1554938428
782	0.1554264981
783	0.1553275711
784	0.1552066709
785	0.1550266921
786	0.1549368104
787	0.1547989992
788	0.1547133744
789	0.154612767
790	0.1544860582
791	0.1543799582
792	0.1543321902
793	0.1542822551
794	0.1542131904
795	0.1541498594
796	0.1541129504
797	0.154036832
798	0.1539664192
799	0.1538535393
800	0.1537743083
801	0.1536387789
802	0.1535558408
803	0.1534656735
804	0.1533383867
805	0.1533034857
806	0.1532240745
807	0.1531309654
808	0.1530802276
809	0.153022841
810	0.1529735823
811	0.1528060702
812	0.1526671614
813	0.1525889438
814	0.1525140961
815	0.1524363465
816	0.1523677849
817	0.1522903793
818	0.1521810028
819	0.1520399901
820	0.1519948316
821	0.1518986708
822	0.1518362829
823	0.1517772206
824	0.1517165646
825	0.1516100831
826	0.1514721829
827	0.1514166358
828	0.1513245635
829	0.1512582393
830	0.1511201098
831	0.1509633725
832	0.1509031284
833	0.1508526082
834	0.1507355672
835	0.1506057224
836	0.150551074
837	0.1504533873
838	0.1503392881
839	0.1502917471
840	0.1502318189
841	0.1501653823
842	0.1501295663
843	0.1500636212
844	0.1499361331
845	0.1498129394
846	0.1497459084
847	0.1496589029
848	0.1495933275
849	0.1495197437
850	0.1494647769
851	0.1494084949
852	0.1493666854
853	0.1493078407
854	0.1492389
855	0.1491866106
856	0.1491440732
857	0.1490510718
858	0.1489353788
859	0.1488651556
860	0.1488073852
861	0.1487359708
862	0.1486741446
863	0.148611373
864	0.1485249502
865	0.1484110007
866	0.1483021204
867	0.1482371605
868	0.1481505388
869	0.1480535472
870	0.1479989479
871	0.1479557529
872	0.1479015865
873	0.1478329805
874	0.147759743
875	0.1476554356
876	0.1475429933
877	0.1474719931
878	0.1473563399
879	0.1472876285
880	0.1471513877
881	0.1470779723
882	0.1469687643
883	0.1468786298
884	0.1468074845
885	0.1467538143
886	0.1466985714
887	0.1466133984
888	0.1465769528
889	0.1464827578
890	0.146422825
891	0.1463204694
892	0.1462636608
893	0.1461947037
894	0.1461324446
895	0.1460199836
896	0.1459591474
897	0.145860129
898	0.1456817463
899	0.1455947174
900	0.1455267081
901	0.1454523285
902	0.145375164
903	0.145338557
904	0.145282846
905	0.1452113403
906	0.1451410024
907	0.1450701614
908	0.1450223303
909	0.1449557884
910	0.1449280557
911	0.1448569737
912	0.1447671223
913	0.1446798711
914	0.1445873214
915	0.144533712
916	0.1444770766
917	0.1444354473
918	0.1443645103
919	0.1442926816
920	0.1442381689
921	0.1441735156
922	0.1440271904
923	0.1438908091
924	0.1438328211
925	0.1437842363
926	0.1437237207
927	0.1436565774
928	0.143606097
929	0.1435450946
930	0.1435007856
931	0.1434657325
932	0.1434137192
933	0.1433429039
934	0.1432874621
935	0.1431861714
936	0.1430544309
937	0.1430012147
938	0.1429437064
939	0.1428924935
940	0.1428465463
941	0.1427948958
942	0.1426990603
943	0.1425861499
944	0.142537963
945	0.1424504122
946	0.1424052326
947	0.1423516326
948	0.1422770003
949	0.1422216825
950	0.1421699594
951	0.1421097597
952	0.1420725559
953	0.1419854849
954	0.1419513796
955	0.1418792795
956	0.1417971488
957	0.1416811446
958	0.1416011787
959	0.1415015753
960	0.141449658
961	0.1413610025
962	0.1412763841
963	0.1412275115
964	0.1411537428
965	0.1411147276
966	0.1410292994
967	0.1409712832
968	0.1409245497
969	0.140866922
970	0.1407250878
971	0.1406847386
972	0.1406019971
973	0.1405191457
974	0.1404656252
975	0.1404057275
976	0.1403512358
977	0.1402812841
978	0.1401752963
979	0.1400933201
980	0.1400441433
981	0.1399912501
982	0.1399541352
983	0.1398799639
984	0.1398351073
985	0.1397555579
986	0.1397079866
987	0.1396434339
988	0.1395806506
989	0.1394943963
990	0.1394276695
991	0.1393319908
992	0.1392715641
993	0.1392462725
994	0.1391964918
995	0.1391404064
996	0.1390657039
997	0.138974556
998	0.1388930151
999	0.1388144745
